Timestamp,Source,Name,Value,Instance
05:11.2,127,Course Over Ground,0.15,
05:11.2,128,Heading,0.0121,
05:11.2,114,Heading,3.4033,
05:11.2,128,Deviation,,
05:11.2,114,Deviation,0,
05:11.2,127,Speed Over Ground,0.58,
05:11.2,127,Fluid Level,87.3,
05:11.2,127,Fuel Rate,0.1273,
05:11.2,2A,Battery Voltage,15.5,16
05:11.2,A9,Transmission oil temperature,349.8,0
05:11.2,A9,Transmission oil pressure,134200,0
05:11.2,A9,Transmission Gear,3,0
05:11.2,A9,Engine tilt/trim,100,0
05:11.2,A5,Fuel Pressure,664000,
05:11.2,A5,Engine coolant pressure,218000,1
05:11.2,A5,Engine temp.,353.15,1
05:11.2,A5,Engine oil temp.,360.2,1
05:11.2,A5,Engine oil pressure,452000,1
05:11.2,A4,Engine Speed,1499,4
05:11.2,A4,Engine Boost Pressure,54000,4
05:11.4,127,Latitude,59° 25.171998' N,
05:11.4,127,Latitude,59° 25.172016' N,
05:11.4,127,Longitude,05° 17.684010' E,
05:11.4,127,Longitude,05° 17.684016' E,
05:11.4,127,Course Over Ground,0.1544,
05:11.4,17,Course Over Ground,0,
05:11.4,127,Course Over Ground,0.1646,
05:11.4,128,Heading,0.012,
05:11.4,114,Heading,3.4033,
05:11.4,128,Heading,0.0122,
05:11.4,128,Deviation,,
05:11.4,114,Deviation,0,
05:11.4,127,Speed Over Ground,0.58,
05:11.4,17,Speed Over Ground,0,
05:11.4,127,Speed Over Ground,0.57,
05:11.4,11,Water Depth,,
05:11.4,13,Water Depth,,
05:11.4,127,Fluid Level,87.3,
05:11.4,127,Fuel Rate,0.1198,
05:11.4,127,Fuel Rate,0.1273,
05:11.4,2A,Battery Voltage,15.7,17
05:11.4,13,Battery Voltage,14.91,0
05:11.4,A9,Transmission oil temperature,349.8,0
05:11.4,A9,Transmission oil temperature,349.8,0
05:11.4,A9,Transmission oil pressure,134200,0
05:11.4,A9,Transmission oil pressure,134500,0
05:11.4,A9,Transmission Gear,3,0
05:11.4,A9,Transmission Gear,3,0
05:11.4,A9,Engine tilt/trim,100,0
05:11.4,A9,Engine tilt/trim,100,0
05:11.4,A3,Fuel Pressure,648000,
05:11.4,A5,Fuel Pressure,664000,
05:11.4,A3,Engine coolant pressure,236000,2
05:11.4,A5,Engine coolant pressure,218000,1
05:11.4,A3,Engine temp.,350.15,2
05:11.4,A5,Engine temp.,353.15,1
05:11.4,A3,Engine oil temp.,359.2,2
05:11.4,A5,Engine oil temp.,360.2,1
05:11.4,A3,Engine oil pressure,464000,2
05:11.4,A5,Engine oil pressure,452000,1
05:11.4,A3,Engine Speed,1909,2
05:11.4,A1,Engine Speed,1500,3
05:11.4,A3,Engine Boost Pressure,196000,2
05:11.4,A1,Engine Boost Pressure,6000,3
05:11.6,127,Latitude,59° 25.172046' N,
05:11.6,127,Longitude,05° 17.684028' E,
05:11.6,127,Course Over Ground,0.174,
05:11.6,17,Course Over Ground,0,
05:11.6,127,Course Over Ground,0.1783,
05:11.6,128,Heading,0.0121,
05:11.6,114,Heading,3.4033,
05:11.6,128,Deviation,,
05:11.6,114,Deviation,0,
05:11.6,127,Speed Over Ground,0.56,
05:11.6,17,Speed Over Ground,0,
05:11.6,127,Fluid Level,87.3,
05:11.6,127,Fuel Rate,0.1208,
05:11.6,B2,Battery Voltage,27.54,8
05:11.6,A9,Transmission oil temperature,349.8,0
05:11.6,A9,Transmission oil pressure,134500,0
05:11.6,A9,Transmission Gear,3,0
05:11.6,A9,Engine tilt/trim,100,0
05:11.6,A3,Fuel Pressure,644000,
05:11.6,A3,Engine coolant pressure,236000,2
05:11.6,A3,Engine temp.,350.15,2
05:11.6,A3,Engine oil temp.,359.2,2
05:11.6,A3,Engine oil pressure,464000,2
05:11.6,A5,Engine Speed,1745,1
05:11.6,A5,Engine Boost Pressure,214000,1
05:11.6,127,Latitude,59° 25.172076' N,
05:11.6,127,Longitude,05° 17.684040' E,
05:11.6,128,Heading,0.012,
05:11.6,114,Heading,3.4033,
05:11.6,128,Deviation,,
05:11.6,114,Deviation,0,
05:11.6,127,Fluid Level,87.3,
05:11.6,127,Fuel Rate,0.1275,
05:11.6,B0,Battery Voltage,28.08,6
05:11.6,A9,Transmission oil temperature,349.8,0
05:11.6,A9,Transmission oil pressure,134500,0
05:11.6,A9,Transmission Gear,3,0
05:11.6,A9,Engine tilt/trim,100,0
05:11.6,A5,Fuel Pressure,664000,
05:11.6,A5,Engine coolant pressure,218000,1
05:11.6,A5,Engine temp.,353.15,1
05:11.6,A5,Engine oil temp.,360.2,1
05:11.6,A5,Engine oil pressure,452000,1
05:11.6,A4,Engine Speed,1499,4
05:11.6,A4,Engine Boost Pressure,54000,4
05:11.7,127,Latitude,59° 25.172106' N,
05:11.7,127,Longitude,05° 17.684046' E,
05:11.7,127,Course Over Ground,0.1809,
05:11.7,128,Heading,0.012,
05:11.7,114,Heading,3.4033,
05:11.7,128,Deviation,,
05:11.7,114,Deviation,0,
05:11.7,127,Speed Over Ground,0.55,
05:11.7,14,Water Depth,,
05:11.7,127,Fluid Level,87.3,
05:11.7,127,Fuel Rate,0.1223,
05:11.7,B5,Battery Voltage,28.55,1
05:11.7,A9,Transmission oil temperature,349.8,0
05:11.7,A9,Transmission oil pressure,134500,0
05:11.7,A9,Transmission Gear,3,0
05:11.7,A9,Engine tilt/trim,100,0
05:11.7,A3,Fuel Pressure,644000,
05:11.7,A3,Engine coolant pressure,236000,2
05:11.7,A3,Engine temp.,350.15,2
05:11.7,A3,Engine oil temp.,359.2,2
05:11.7,A3,Engine oil pressure,464000,2
05:11.7,A3,Engine Speed,1910,2
05:11.7,A3,Engine Boost Pressure,194000,2
05:12.1,127,Latitude,59° 25.172136' N,
05:12.1,127,Latitude,59° 25.172160' N,
05:12.1,127,Latitude,59° 25.172190' N,
05:12.1,127,Longitude,05° 17.684058' E,
05:12.1,127,Longitude,05° 17.684070' E,
05:12.1,127,Longitude,05° 17.684076' E,
05:12.1,127,Course Over Ground,0.1812,
05:12.1,17,Course Over Ground,0,
05:12.1,127,Course Over Ground,0.1808,
05:12.1,127,Course Over Ground,0.1793,
05:12.1,128,Heading,0.012,
05:12.1,114,Heading,3.4015,
05:12.1,128,Heading,0.0116,
05:12.1,128,Heading,0.0113,
05:12.1,128,Deviation,,
05:12.1,114,Deviation,0,
05:12.1,127,Speed Over Ground,0.54,
05:12.1,17,Speed Over Ground,0,
05:12.1,127,Speed Over Ground,0.53,
05:12.1,12,Water Depth,,
05:12.1,127,Fluid Level,87.3,
05:12.1,127,Fuel Rate,0.0036,
05:12.1,127,Fuel Rate,0.1276,
05:12.1,127,Fuel Rate,0.0184,
05:12.1,B4,Battery Voltage,26.36,2
05:12.1,B1,Battery Voltage,27.5,7
05:12.1,B3,Battery Voltage,28.03,5
05:12.1,A9,Transmission oil temperature,349.8,0
05:12.1,A9,Transmission oil temperature,349.8,0
05:12.1,A9,Transmission oil temperature,349.8,0
05:12.1,A9,Transmission oil pressure,134500,0
05:12.1,A9,Transmission oil pressure,134500,0
05:12.1,A9,Transmission oil pressure,134500,0
05:12.1,A9,Transmission Gear,3,0
05:12.1,A9,Transmission Gear,3,0
05:12.1,A9,Transmission Gear,3,0
05:12.1,A9,Engine tilt/trim,100,0
05:12.1,A9,Engine tilt/trim,100,0
05:12.1,A9,Engine tilt/trim,100,0
05:12.1,A1,Fuel Pressure,120000,
05:12.1,A5,Fuel Pressure,664000,
05:12.1,A4,Fuel Pressure,140000,
05:12.1,A1,Engine coolant pressure,100000,3
05:12.1,A5,Engine coolant pressure,218000,1
05:12.1,A4,Engine coolant pressure,110000,4
05:12.1,A1,Engine temp.,351.15,3
05:12.1,A5,Engine temp.,353.15,1
05:12.1,A4,Engine temp.,352.15,4
05:12.1,A1,Engine oil temp.,344.8,3
05:12.1,A5,Engine oil temp.,360.2,1
05:12.1,A4,Engine oil temp.,350.9,4
05:12.1,A1,Engine oil pressure,512000,3
05:12.1,A5,Engine oil pressure,452000,1
05:12.1,A4,Engine oil pressure,484000,4
05:12.1,A1,Engine Speed,1500,3
05:12.1,A5,Engine Speed,1735,1
05:12.1,A4,Engine Speed,1499,4
05:12.1,A1,Engine Boost Pressure,6000,3
05:12.1,A5,Engine Boost Pressure,212000,1
05:12.1,A4,Engine Boost Pressure,54000,4
05:12.1,127,Latitude,59° 25.172208' N,
05:12.1,127,Longitude,05° 17.684088' E,
05:12.1,17,Course Over Ground,0,
05:12.1,127,Course Over Ground,0.1776,
05:12.1,128,Heading,0.0112,
05:12.1,114,Heading,3.4015,
05:12.1,128,Deviation,,
05:12.1,114,Deviation,0,
05:12.1,17,Speed Over Ground,0,
05:12.1,127,Speed Over Ground,0.52,
05:12.1,127,Fluid Level,87.3,
05:12.1,127,Fuel Rate,0.1216,
05:12.1,2A,Battery Voltage,15.5,16
05:12.1,A9,Transmission oil temperature,349.8,0
05:12.1,A9,Transmission oil pressure,134500,0
05:12.1,A9,Transmission Gear,3,0
05:12.1,A9,Engine tilt/trim,100,0
05:12.1,A3,Fuel Pressure,644000,
05:12.1,A3,Engine coolant pressure,236000,2
05:12.1,A3,Engine temp.,350.15,2
05:12.1,A3,Engine oil temp.,359.2,2
05:12.1,A3,Engine oil pressure,464000,2
05:12.1,A3,Engine Speed,1910,2
05:12.1,A3,Engine Boost Pressure,196000,2
05:12.1,127,Latitude,59° 25.172298' N,
05:12.1,127,Longitude,05° 17.684076' E,
05:12.1,127,Course Over Ground,0.1797,
05:12.1,128,Heading,0.0116,
05:12.1,114,Heading,3.4015,
05:12.1,128,Deviation,,
05:12.1,114,Deviation,0,
05:12.1,127,Speed Over Ground,0.47,
05:12.1,127,Fluid Level,87.3,
05:12.1,127,Fuel Rate,0.1274,
05:12.1,2A,Battery Voltage,15.7,17
05:12.1,A9,Transmission oil temperature,349.8,0
05:12.1,A9,Transmission oil pressure,134500,0
05:12.1,A9,Transmission Gear,3,0
05:12.1,A9,Engine tilt/trim,100,0
05:12.1,A5,Fuel Pressure,664000,
05:12.1,A5,Engine coolant pressure,218000,1
05:12.1,A5,Engine temp.,353.15,1
05:12.1,A5,Engine oil temp.,360.2,1
05:12.1,A5,Engine oil pressure,452000,1
05:12.1,A1,Engine Speed,1500,3
05:12.1,A1,Engine Boost Pressure,6000,3
05:12.3,127,Latitude,59° 25.172316' N,
05:12.3,127,Longitude,05° 17.684088' E,
05:12.3,127,Course Over Ground,0.1884,
05:12.3,17,Course Over Ground,0,
05:12.3,128,Heading,0.0116,
05:12.3,114,Heading,3.4015,
05:12.3,128,Deviation,,
05:12.3,114,Deviation,0,
05:12.3,127,Speed Over Ground,0.45,
05:12.3,17,Speed Over Ground,0,
05:12.3,11,Water Depth,,
05:12.3,127,Fluid Level,87.3,
05:12.3,127,Fuel Rate,0.1217,
05:12.3,13,Battery Voltage,14.9,0
05:12.3,A9,Transmission oil temperature,349.8,0
05:12.3,A9,Transmission oil pressure,134100,0
05:12.3,A9,Transmission Gear,3,0
05:12.3,A9,Engine tilt/trim,100,0
05:12.3,A3,Fuel Pressure,644000,
05:12.3,A3,Engine coolant pressure,236000,2
05:12.3,A3,Engine temp.,350.15,2
05:12.3,A3,Engine oil temp.,359.2,2
05:12.3,A3,Engine oil pressure,464000,2
05:12.3,A5,Engine Speed,1736,1
05:12.3,A5,Engine Boost Pressure,214000,1
05:12.4,127,Latitude,59° 25.172346' N,
05:12.4,127,Longitude,05° 17.684100' E,
05:12.4,127,Course Over Ground,0.1989,
05:12.4,128,Heading,0.0118,
05:12.4,114,Heading,3.4015,
05:12.4,128,Deviation,,
05:12.4,114,Deviation,0,
05:12.4,127,Speed Over Ground,0.45,
05:12.4,13,Water Depth,,
05:12.4,127,Fluid Level,87.3,
05:12.4,127,Fuel Rate,0.1274,
05:12.4,B2,Battery Voltage,27.53,8
05:12.4,A9,Transmission oil temperature,349.8,0
05:12.4,A9,Transmission oil pressure,134100,0
05:12.4,A9,Transmission Gear,3,0
05:12.4,A9,Engine tilt/trim,100,0
05:12.4,A5,Fuel Pressure,664000,
05:12.4,A5,Engine coolant pressure,218000,1
05:12.4,A5,Engine temp.,353.15,1
05:12.4,A5,Engine oil temp.,360.2,1
05:12.4,A5,Engine oil pressure,452000,1
05:12.4,A4,Engine Speed,1499,4
05:12.4,A4,Engine Boost Pressure,54000,4
05:12.6,127,Latitude,59° 25.172370' N,
05:12.6,127,Longitude,05° 17.684106' E,
05:12.6,127,Course Over Ground,0.2098,
05:12.6,128,Heading,0.0117,
05:12.6,114,Heading,3.4015,
05:12.6,128,Deviation,,
05:12.6,114,Deviation,0,
05:12.6,127,Speed Over Ground,0.45,
05:12.6,127,Fluid Level,87.3,
05:12.6,127,Fuel Rate,0.1219,
05:12.6,B0,Battery Voltage,28.08,6
05:12.6,A9,Transmission oil temperature,349.8,0
05:12.6,A9,Transmission oil pressure,134100,0
05:12.6,A9,Transmission Gear,3,0
05:12.6,A9,Engine tilt/trim,100,0
05:12.6,A3,Fuel Pressure,644000,
05:12.6,A3,Engine coolant pressure,236000,2
05:12.6,A3,Engine temp.,350.15,2
05:12.6,A3,Engine oil temp.,359.2,2
05:12.6,A3,Engine oil pressure,464000,2
05:12.6,A1,Engine Speed,1500,3
05:12.6,A1,Engine Boost Pressure,6000,3
05:12.6,127,Latitude,59° 25.172388' N,
05:12.6,127,Longitude,05° 17.684130' E,
05:12.6,17,Course Over Ground,0,
05:12.6,127,Course Over Ground,0.2181,
05:12.6,114,Heading,3.4015,
05:12.6,128,Heading,0.0116,
05:12.6,114,Deviation,0,
05:12.6,128,Deviation,,
05:12.6,17,Speed Over Ground,0,
05:12.6,127,Speed Over Ground,0.44,
05:12.6,127,Fluid Level,87.3,
05:12.6,127,Fuel Rate,0.1275,
05:12.6,B5,Battery Voltage,28.53,1
05:12.6,A9,Transmission oil temperature,349.8,0
05:12.6,A9,Transmission oil pressure,134100,0
05:12.6,A9,Transmission Gear,3,0
05:12.6,A9,Engine tilt/trim,100,0
05:12.6,A5,Fuel Pressure,664000,
05:12.6,A5,Engine coolant pressure,218000,1
05:12.6,A5,Engine temp.,353.15,1
05:12.6,A5,Engine oil temp.,360.2,1
05:12.6,A5,Engine oil pressure,452000,1
05:12.6,A3,Engine Speed,1913,2
05:12.6,A3,Engine Boost Pressure,196000,2
05:12.7,127,Latitude,59° 25.172406' N,
05:12.7,127,Longitude,05° 17.684136' E,
05:12.7,127,Course Over Ground,0.2242,
05:12.7,128,Heading,0.0115,
05:12.7,114,Heading,3.4015,
05:12.7,128,Deviation,,
05:12.7,114,Deviation,0,
05:12.7,127,Speed Over Ground,0.43,
05:12.7,14,Water Depth,,
05:12.7,127,Fluid Level,87.3,
05:12.7,127,Fuel Rate,0.1224,
05:12.7,B4,Battery Voltage,26.34,2
05:12.7,A9,Transmission oil temperature,349.8,0
05:12.7,A9,Transmission oil pressure,134100,0
05:12.7,A9,Transmission Gear,3,0
05:12.7,A9,Engine tilt/trim,100,0
05:12.7,A3,Fuel Pressure,648000,
05:12.7,A3,Engine coolant pressure,236000,2
05:12.7,A3,Engine temp.,350.15,2
05:12.7,A3,Engine oil temp.,359.2,2
05:12.7,A3,Engine oil pressure,464000,2
05:12.7,A5,Engine Speed,1743,1
05:12.7,A5,Engine Boost Pressure,212000,1
05:12.7,114,Heading,3.4015,
05:12.7,114,Deviation,0,
05:12.9,127,Latitude,59° 25.172430' N,
05:12.9,127,Latitude,59° 25.172448' N,
05:12.9,127,Longitude,05° 17.684148' E,
05:12.9,127,Longitude,05° 17.684160' E,
05:12.9,127,Course Over Ground,0.2283,
05:12.9,17,Course Over Ground,0,
05:12.9,127,Course Over Ground,0.234,
05:12.9,128,Heading,0.0114,
05:12.9,114,Heading,3.4015,
05:12.9,128,Deviation,,
05:12.9,114,Deviation,0,
05:12.9,127,Speed Over Ground,0.43,
05:12.9,17,Speed Over Ground,0,
05:12.9,12,Water Depth,,
05:12.9,127,Fluid Level,87.3,
05:12.9,127,Fuel Rate,0.1274,
05:12.9,127,Fuel Rate,0.1219,
05:12.9,B1,Battery Voltage,27.51,7
05:12.9,B3,Battery Voltage,28.03,5
05:12.9,A9,Transmission oil temperature,349.8,0
05:12.9,A9,Transmission oil temperature,349.8,0
05:12.9,A9,Transmission oil pressure,134100,0
05:12.9,A9,Transmission oil pressure,134100,0
05:12.9,A9,Transmission Gear,3,0
05:12.9,A9,Transmission Gear,3,0
05:12.9,A9,Engine tilt/trim,100,0
05:12.9,A9,Engine tilt/trim,100,0
05:12.9,A5,Fuel Pressure,664000,
05:12.9,A3,Fuel Pressure,648000,
05:12.9,A5,Engine coolant pressure,218000,1
05:12.9,A3,Engine coolant pressure,236000,2
05:12.9,A5,Engine temp.,353.15,1
05:12.9,A3,Engine temp.,350.15,2
05:12.9,A5,Engine oil temp.,360.2,1
05:12.9,A3,Engine oil temp.,359.2,2
05:12.9,A5,Engine oil pressure,452000,1
05:12.9,A3,Engine oil pressure,464000,2
05:12.9,A4,Engine Speed,1499,4
05:12.9,A3,Engine Speed,1913,2
05:12.9,A4,Engine Boost Pressure,52000,4
05:12.9,A3,Engine Boost Pressure,196000,2
05:13.1,127,Latitude,59° 25.172466' N,
05:13.1,127,Latitude,59° 25.172490' N,
05:13.1,127,Latitude,59° 25.172586' N,
05:13.1,127,Longitude,05° 17.684166' E,
05:13.1,127,Longitude,05° 17.684178' E,
05:13.1,127,Longitude,05° 17.684208' E,
05:13.1,127,Course Over Ground,0.2375,
05:13.1,127,Course Over Ground,0.2385,
05:13.1,17,Course Over Ground,0,
05:13.1,127,Course Over Ground,0.2722,
05:13.1,128,Heading,0.0115,
05:13.1,114,Heading,3.4033,
05:13.1,128,Heading,0.0116,
05:13.1,128,Deviation,,
05:13.1,114,Deviation,0,
05:13.1,127,Speed Over Ground,0.42,
05:13.1,127,Speed Over Ground,0.41,
05:13.1,17,Speed Over Ground,0,
05:13.1,127,Speed Over Ground,0.36,
05:13.1,127,Fluid Level,87.3,
05:13.1,127,Fuel Rate,0.0036,
05:13.1,127,Fuel Rate,0.1274,
05:13.1,127,Fuel Rate,0.0184,
05:13.1,2A,Battery Voltage,15.5,16
05:13.1,2A,Battery Voltage,15.7,17
05:13.1,13,Battery Voltage,14.89,0
05:13.1,A9,Transmission oil temperature,349.8,0
05:13.1,A9,Transmission oil temperature,349.8,0
05:13.1,A9,Transmission oil temperature,349.8,0
05:13.1,A9,Transmission oil pressure,134100,0
05:13.1,A9,Transmission oil pressure,134100,0
05:13.1,A9,Transmission oil pressure,134100,0
05:13.1,A9,Transmission Gear,3,0
05:13.1,A9,Transmission Gear,3,0
05:13.1,A9,Transmission Gear,3,0
05:13.1,A9,Engine tilt/trim,100,0
05:13.1,A9,Engine tilt/trim,100,0
05:13.1,A9,Engine tilt/trim,100,0
05:13.1,A1,Fuel Pressure,120000,
05:13.1,A5,Fuel Pressure,664000,
05:13.1,A4,Fuel Pressure,140000,
05:13.1,A1,Engine coolant pressure,94000,3
05:13.1,A5,Engine coolant pressure,218000,1
05:13.1,A4,Engine coolant pressure,106000,4
05:13.1,A1,Engine temp.,351.15,3
05:13.1,A5,Engine temp.,353.15,1
05:13.1,A4,Engine temp.,352.15,4
05:13.1,A1,Engine oil temp.,344.8,3
05:13.1,A5,Engine oil temp.,360.2,1
05:13.1,A4,Engine oil temp.,350.9,4
05:13.1,A1,Engine oil pressure,516000,3
05:13.1,A5,Engine oil pressure,452000,1
05:13.1,A4,Engine oil pressure,488000,4
05:13.1,A1,Engine Speed,1500,3
05:13.1,A5,Engine Speed,1742,1
05:13.1,A4,Engine Speed,1499,4
05:13.1,A1,Engine Boost Pressure,6000,3
05:13.1,A5,Engine Boost Pressure,212000,1
05:13.1,A4,Engine Boost Pressure,52000,4
05:13.2,114,Heading,3.4033,
05:13.2,114,Deviation,0,
05:13.4,127,Latitude,59° 25.172610' N,
05:13.4,127,Latitude,59° 25.172628' N,
05:13.4,127,Longitude,05° 17.684214' E,
05:13.4,127,Longitude,05° 17.684226' E,
05:13.4,127,Course Over Ground,0.2792,
05:13.4,17,Course Over Ground,0,
05:13.4,127,Course Over Ground,0.2862,
05:13.4,128,Heading,0.0115,
05:13.4,114,Heading,3.4033,
05:13.4,128,Heading,0.0116,
05:13.4,128,Deviation,,
05:13.4,114,Deviation,0,
05:13.4,127,Speed Over Ground,0.34,
05:13.4,17,Speed Over Ground,0,
05:13.4,11,Water Depth,,
05:13.4,13,Water Depth,,
05:13.4,127,Fluid Level,87.3,
05:13.4,127,Fuel Rate,0.1218,
05:13.4,127,Fuel Rate,0.1273,
05:13.4,B2,Battery Voltage,27.52,8
05:13.4,B0,Battery Voltage,28.08,6
05:13.4,A9,Transmission oil temperature,349.8,0
05:13.4,A9,Transmission oil temperature,349.8,0
05:13.4,A9,Transmission oil pressure,134400,0
05:13.4,A9,Transmission oil pressure,134400,0
05:13.4,A9,Transmission Gear,3,0
05:13.4,A9,Transmission Gear,3,0
05:13.4,A9,Engine tilt/trim,100,0
05:13.4,A9,Engine tilt/trim,100,0
05:13.4,A3,Fuel Pressure,648000,
05:13.4,A5,Fuel Pressure,664000,
05:13.4,A3,Engine coolant pressure,236000,2
05:13.4,A5,Engine coolant pressure,218000,1
05:13.4,A3,Engine temp.,350.15,2
05:13.4,A5,Engine temp.,353.15,1
05:13.4,A3,Engine oil temp.,359.2,2
05:13.4,A5,Engine oil temp.,360.2,1
05:13.4,A3,Engine oil pressure,464000,2
05:13.4,A5,Engine oil pressure,452000,1
05:13.4,A3,Engine Speed,1918,2
05:13.4,A1,Engine Speed,1500,3
05:13.4,A3,Engine Boost Pressure,196000,2
05:13.4,A1,Engine Boost Pressure,6000,3
05:13.6,127,Latitude,59° 25.172640' N,
05:13.6,127,Longitude,05° 17.684238' E,
05:13.6,127,Course Over Ground,0.2936,
05:13.6,128,Heading,0.0114,
05:13.6,114,Heading,3.4033,
05:13.6,128,Deviation,,
05:13.6,114,Deviation,0,
05:13.6,127,Speed Over Ground,0.34,
05:13.6,127,Fluid Level,87.3,
05:13.6,127,Fuel Rate,0.1212,
05:13.6,B5,Battery Voltage,28.55,1
05:13.6,A9,Transmission oil temperature,349.8,0
05:13.6,A9,Transmission oil pressure,134400,0
05:13.6,A9,Transmission Gear,3,0
05:13.6,A9,Engine tilt/trim,100,0
05:13.6,A3,Fuel Pressure,648000,
05:13.6,A3,Engine coolant pressure,236000,2
05:13.6,A3,Engine temp.,350.15,2
05:13.6,A3,Engine oil temp.,359.2,2
05:13.6,A3,Engine oil pressure,464000,2
05:13.6,A5,Engine Speed,1745,1
05:13.6,A5,Engine Boost Pressure,212000,1
05:13.6,127,Latitude,59° 25.172658' N,
05:13.6,127,Longitude,05° 17.684250' E,
05:13.6,127,Course Over Ground,0.3005,
05:13.6,128,Heading,0.0116,
05:13.6,114,Heading,3.4033,
05:13.6,128,Deviation,,
05:13.6,114,Deviation,0,
05:13.6,127,Speed Over Ground,0.33,
05:13.6,127,Fluid Level,87.3,
05:13.6,127,Fuel Rate,0.1271,
05:13.6,B4,Battery Voltage,26.35,2
05:13.6,A9,Transmission oil temperature,349.8,0
05:13.6,A9,Transmission oil pressure,134400,0
05:13.6,A9,Transmission Gear,3,0
05:13.6,A9,Engine tilt/trim,100,0
05:13.6,A5,Fuel Pressure,664000,
05:13.6,A5,Engine coolant pressure,218000,1
05:13.6,A5,Engine temp.,353.15,1
05:13.6,A5,Engine oil temp.,360.2,1
05:13.6,A5,Engine oil pressure,452000,1
05:13.6,A4,Engine Speed,1499,4
05:13.6,A4,Engine Boost Pressure,52000,4
05:13.7,127,Latitude,59° 25.172670' N,
05:13.7,127,Longitude,05° 17.684256' E,
05:13.7,17,Course Over Ground,0,
05:13.7,127,Course Over Ground,0.3065,
05:13.7,128,Heading,0.0114,
05:13.7,114,Heading,3.4033,
05:13.7,128,Deviation,,
05:13.7,114,Deviation,0,
05:13.7,17,Speed Over Ground,0,
05:13.7,127,Speed Over Ground,0.32,
05:13.7,14,Water Depth,,
05:13.7,127,Fluid Level,87.3,
05:13.7,127,Fuel Rate,0.1207,
05:13.7,B1,Battery Voltage,27.51,7
05:13.7,A9,Transmission oil temperature,349.8,0
05:13.7,A9,Transmission oil pressure,134400,0
05:13.7,A9,Transmission Gear,3,0
05:13.7,A9,Engine tilt/trim,100,0
05:13.7,A3,Fuel Pressure,648000,
05:13.7,A3,Engine coolant pressure,236000,2
05:13.7,A3,Engine temp.,350.15,2
05:13.7,A3,Engine oil temp.,359.2,2
05:13.7,A3,Engine oil pressure,464000,2
05:13.7,A3,Engine Speed,1914,2
05:13.7,A3,Engine Boost Pressure,196000,2
05:14.0,127,Latitude,59° 25.172688' N,
05:14.0,127,Longitude,05° 17.684268' E,
05:14.0,127,Course Over Ground,0.3109,
05:14.0,127,Course Over Ground,0.3141,
05:14.0,17,Course Over Ground,0,
05:14.0,128,Heading,0.0116,
05:14.0,114,Heading,3.4033,
05:14.0,128,Deviation,,
05:14.0,114,Deviation,0,
05:14.0,127,Speed Over Ground,0.32,
05:14.0,127,Speed Over Ground,0.31,
05:14.0,17,Speed Over Ground,0,
05:14.0,127,Fluid Level,87.3,
05:14.0,127,Fuel Rate,0.127,
05:14.0,127,Fuel Rate,0.1201,
05:14.0,B3,Battery Voltage,28.02,5
05:14.0,A9,Transmission oil temperature,349.8,0
05:14.0,A9,Transmission oil pressure,134400,0
05:14.0,A9,Transmission Gear,3,0
05:14.0,A9,Engine tilt/trim,100,0
05:14.0,A5,Fuel Pressure,664000,
05:14.0,A5,Engine coolant pressure,218000,1
05:14.0,A5,Engine temp.,353.15,1
05:14.0,A5,Engine oil temp.,360.2,1
05:14.0,A5,Engine oil pressure,452000,1
05:14.0,A1,Engine Speed,1500,3
05:14.0,A1,Engine Boost Pressure,6000,3
05:14.0,127,Latitude,59° 25.172718' N,
05:14.0,127,Longitude,05° 17.684286' E,
05:14.0,127,Course Over Ground,0.3042,
05:14.0,128,Heading,0.0116,
05:14.0,114,Heading,3.4033,
05:14.0,128,Deviation,,
05:14.0,114,Deviation,0,
05:14.0,127,Speed Over Ground,0.31,
05:14.0,12,Water Depth,,
05:14.0,127,Fluid Level,87.3,
05:14.0,127,Fuel Rate,0.127,
05:14.0,2A,Battery Voltage,15.5,16
05:14.0,A9,Transmission oil temperature,349.8,0
05:14.0,A9,Transmission oil pressure,134400,0
05:14.0,A9,Transmission Gear,3,0
05:14.0,A9,Engine tilt/trim,100,0
05:14.0,A3,Fuel Pressure,648000,
05:14.0,A3,Engine coolant pressure,236000,2
05:14.0,A3,Engine temp.,350.15,2
05:14.0,A3,Engine oil temp.,359.2,2
05:14.0,A3,Engine oil pressure,464000,2
05:14.0,A5,Engine Speed,1743,1
05:14.0,A5,Engine Boost Pressure,212000,1
05:14.1,127,Latitude,59° 25.172730' N,
05:14.1,127,Longitude,05° 17.684286' E,
05:14.1,127,Course Over Ground,0.2907,
05:14.1,128,Heading,0.0115,
05:14.1,114,Heading,3.4033,
05:14.1,128,Deviation,,
05:14.1,114,Deviation,0,
05:14.1,127,Speed Over Ground,0.3,
05:14.1,127,Fluid Level,87.3,
05:14.1,127,Fuel Rate,0.1198,
05:14.1,2A,Battery Voltage,15.7,17
05:14.1,A9,Transmission oil temperature,349.8,0
05:14.1,A9,Transmission oil pressure,134400,0
05:14.1,A9,Transmission Gear,3,0
05:14.1,A9,Engine tilt/trim,100,0
05:14.1,A5,Fuel Pressure,664000,
05:14.1,A5,Engine coolant pressure,218000,1
05:14.1,A5,Engine temp.,353.15,1
05:14.1,A5,Engine oil temp.,360.2,1
05:14.1,A5,Engine oil pressure,452000,1
05:14.1,A4,Engine Speed,1499,4
05:14.1,A4,Engine Boost Pressure,52000,4
05:14.1,127,Latitude,59° 25.172790' N,
