Timestamp,Source,Name,Value,Instance
06:09.0,A5,Engine coolant pressure,218000,1
06:09.0,A3,Engine temp.,350.15,2
06:09.0,A5,Engine temp.,353.15,1
06:09.0,A3,Engine oil temp.,359.2,2
06:09.0,A5,Engine oil temp.,360.2,1
06:09.0,A3,Engine oil pressure,464000,2
06:09.0,A5,Engine oil pressure,452000,1
06:09.0,A5,Engine Speed,1744,1
06:09.0,A4,Engine Speed,1500,4
06:09.0,A5,Engine Boost Pressure,214000,1
06:09.0,A4,Engine Boost Pressure,54000,4
06:09.0,17,Course Over Ground,0,
06:09.0,17,Speed Over Ground,0,
06:09.0,11,Water Depth,,
06:09.1,127,Latitude,59° 25.173420' N,
06:09.1,127,Longitude,05° 17.684280' E,
06:09.1,127,Course Over Ground,0.2071,
06:09.1,128,Heading,0.0118,
06:09.1,114,Heading,3.4033,
06:09.1,128,Deviation,,
06:09.1,114,Deviation,0,
06:09.1,127,Speed Over Ground,0.35,
06:09.1,14,Water Depth,,
06:09.1,127,Fluid Level,87.3,
06:09.1,127,Fuel Rate,0.018,
06:09.1,B1,Battery Voltage,27.41,7
06:09.1,A9,Transmission oil temperature,349.8,0
06:09.1,A9,Transmission oil pressure,131700,0
06:09.1,A9,Transmission Gear,3,0
06:09.1,A9,Engine tilt/trim,0,0
06:09.1,A3,Fuel Pressure,648000,
06:09.1,A3,Engine coolant pressure,236000,2
06:09.1,A3,Engine temp.,350.15,2
06:09.1,A3,Engine oil temp.,359.2,2
06:09.1,A3,Engine oil pressure,464000,2
06:09.1,A3,Engine Speed,1925,2
06:09.1,A3,Engine Boost Pressure,196000,2
06:09.2,127,Latitude,59° 25.173570' N,
06:09.2,127,Longitude,05° 17.684508' E,
06:09.2,127,Course Over Ground,0.1675,
06:09.2,128,Heading,0.0121,
06:09.2,114,Heading,3.4033,
06:09.2,128,Deviation,,
06:09.2,114,Deviation,0,
06:09.2,127,Speed Over Ground,0.36,
06:09.2,127,Fluid Level,87.3,
06:09.2,127,Fuel Rate,0.1145,
06:09.2,13,Battery Voltage,14.9,0
06:09.2,A9,Transmission oil temperature,349.8,0
06:09.2,A9,Transmission oil pressure,131700,0
06:09.2,A9,Transmission Gear,3,0
06:09.2,A9,Engine tilt/trim,0,0
06:09.2,A5,Fuel Pressure,672000,
06:09.2,A5,Engine coolant pressure,218000,1
06:09.2,A5,Engine temp.,353.15,1
06:09.2,A5,Engine oil temp.,360.2,1
06:09.2,A5,Engine oil pressure,452000,1
06:09.2,A1,Engine Speed,1500,3
06:09.2,A1,Engine Boost Pressure,6000,3
06:09.2,17,Course Over Ground,0,
06:09.2,17,Speed Over Ground,0,
06:09.2,13,Water Depth,,
06:09.3,114,Heading,3.4033,
06:09.3,114,Deviation,0,
06:09.4,127,Latitude,59° 25.173588' N,
06:09.4,127,Latitude,59° 25.173606' N,
06:09.4,127,Longitude,05° 17.684520' E,
06:09.4,127,Course Over Ground,0.1762,
06:09.4,127,Course Over Ground,0.1687,
06:09.4,128,Heading,0.012,
06:09.4,128,Heading,0.0119,
06:09.4,114,Heading,3.4033,
06:09.4,128,Deviation,,
06:09.4,114,Deviation,0,
06:09.4,127,Speed Over Ground,0.36,
06:09.4,127,Fluid Level,87.3,
06:09.4,127,Fuel Rate,0.1275,
06:09.4,127,Fuel Rate,0.114,
06:09.4,B3,Battery Voltage,28.03,5
06:09.4,2A,Battery Voltage,15.5,16
06:09.4,A9,Transmission oil temperature,349.8,0
06:09.4,A9,Transmission oil temperature,349.8,0
06:09.4,A9,Transmission oil pressure,131700,0
06:09.4,A9,Transmission oil pressure,143700,0
06:09.4,A9,Transmission Gear,3,0
06:09.4,A9,Transmission Gear,3,0
06:09.4,A9,Engine tilt/trim,0,0
06:09.4,A9,Engine tilt/trim,0,0
06:09.4,A3,Fuel Pressure,648000,
06:09.4,A5,Fuel Pressure,672000,
06:09.4,A3,Engine coolant pressure,236000,2
06:09.4,A5,Engine coolant pressure,218000,1
06:09.4,A3,Engine temp.,350.15,2
06:09.4,A5,Engine temp.,353.15,1
06:09.4,A3,Engine oil temp.,359.2,2
06:09.4,A5,Engine oil temp.,360.2,1
06:09.4,A3,Engine oil pressure,464000,2
06:09.4,A5,Engine oil pressure,452000,1
06:09.4,A5,Engine Speed,1742,1
06:09.4,A4,Engine Speed,1501,4
06:09.4,A5,Engine Boost Pressure,214000,1
06:09.4,A4,Engine Boost Pressure,54000,4
06:09.6,127,Latitude,59° 25.173630' N,
06:09.6,127,Longitude,05° 17.684526' E,
06:09.6,127,Course Over Ground,0.1662,
06:09.6,17,Course Over Ground,0,
06:09.6,128,Heading,0.0118,
06:09.6,114,Heading,3.4033,
06:09.6,128,Deviation,,
06:09.6,114,Deviation,0,
06:09.6,127,Speed Over Ground,0.35,
06:09.6,17,Speed Over Ground,0,
06:09.6,127,Fluid Level,87.3,
06:09.6,127,Fuel Rate,0.1277,
06:09.6,2A,Battery Voltage,15.7,17
06:09.6,A9,Transmission oil temperature,349.8,0
06:09.6,A9,Transmission oil pressure,143700,0
06:09.6,A9,Transmission Gear,3,0
06:09.6,A9,Engine tilt/trim,0,0
06:09.6,A3,Fuel Pressure,648000,
06:09.6,A3,Engine coolant pressure,236000,2
06:09.6,A3,Engine temp.,350.15,2
06:09.6,A3,Engine oil temp.,359.2,2
06:09.6,A3,Engine oil pressure,464000,2
06:09.6,A3,Engine Speed,1919,2
06:09.6,A3,Engine Boost Pressure,194000,2
06:09.6,127,Latitude,59° 25.173648' N,
06:09.6,127,Longitude,05° 17.684538' E,
06:09.6,127,Course Over Ground,0.171,
06:09.6,128,Heading,0.0117,
06:09.6,114,Heading,3.4033,
06:09.6,128,Deviation,,
06:09.6,114,Deviation,0,
06:09.6,127,Speed Over Ground,0.35,
06:09.6,127,Fluid Level,87.3,
06:09.6,127,Fuel Rate,0.1137,
06:09.6,B2,Battery Voltage,27.53,8
06:09.6,A9,Transmission oil temperature,349.8,0
06:09.6,A9,Transmission oil pressure,143700,0
06:09.6,A9,Transmission Gear,3,0
06:09.6,A9,Engine tilt/trim,0,0
06:09.6,A5,Fuel Pressure,668000,
06:09.6,A5,Engine coolant pressure,218000,1
06:09.6,A5,Engine temp.,353.15,1
06:09.6,A5,Engine oil temp.,360.2,1
06:09.6,A5,Engine oil pressure,452000,1
06:09.6,A1,Engine Speed,1500,3
06:09.6,A1,Engine Boost Pressure,6000,3
06:09.7,127,Latitude,59° 25.173660' N,
06:09.7,127,Longitude,05° 17.684538' E,
06:09.7,127,Course Over Ground,0.1812,
06:09.7,128,Heading,0.0117,
06:09.7,114,Heading,3.4033,
06:09.7,128,Deviation,,
06:09.7,114,Deviation,0,
06:09.7,127,Speed Over Ground,0.34,
06:09.7,12,Water Depth,,
06:09.7,127,Fluid Level,87.3,
06:09.7,127,Fuel Rate,0.1277,
06:09.7,B0,Battery Voltage,27.88,6
06:09.7,A9,Transmission oil temperature,349.8,0
06:09.7,A9,Transmission oil pressure,143700,0
06:09.7,A9,Transmission Gear,3,0
06:09.7,A9,Engine tilt/trim,0,0
06:09.7,A3,Fuel Pressure,648000,
06:09.7,A3,Engine coolant pressure,236000,2
06:09.7,A3,Engine temp.,350.15,2
06:09.7,A3,Engine oil temp.,359.2,2
06:09.7,A3,Engine oil pressure,464000,2
06:09.7,A5,Engine Speed,1742,1
06:09.7,A5,Engine Boost Pressure,214000,1
06:09.7,17,Course Over Ground,0,
06:09.7,17,Speed Over Ground,0,
06:09.8,114,Heading,3.4033,
06:09.8,114,Deviation,0,
06:09.9,127,Latitude,59° 25.173678' N,
06:09.9,127,Latitude,59° 25.173696' N,
06:09.9,127,Longitude,05° 17.684550' E,
06:09.9,127,Longitude,05° 17.684556' E,
06:09.9,127,Course Over Ground,0.1907,
06:09.9,127,Course Over Ground,0.198,
06:09.9,128,Heading,0.0118,
06:09.9,128,Heading,0.0119,
06:09.9,114,Heading,3.4033,
06:09.9,128,Deviation,,
06:09.9,114,Deviation,0,
06:09.9,127,Speed Over Ground,0.34,
06:09.9,127,Fluid Level,87.3,
06:09.9,127,Fuel Rate,0.1135,
06:09.9,127,Fuel Rate,0.1275,
06:09.9,B5,Battery Voltage,28.53,1
06:09.9,B4,Battery Voltage,26.35,2
06:09.9,A9,Transmission oil temperature,349.8,0
06:09.9,A9,Transmission oil temperature,349.8,0
06:09.9,A9,Transmission oil pressure,143700,0
06:09.9,A9,Transmission oil pressure,143700,0
06:09.9,A9,Transmission Gear,3,0
06:09.9,A9,Transmission Gear,3,0
06:09.9,A9,Engine tilt/trim,0,0
06:09.9,A9,Engine tilt/trim,0,0
06:09.9,A1,Fuel Pressure,120000,
06:09.9,A5,Fuel Pressure,668000,
06:09.9,A1,Engine coolant pressure,98000,3
06:09.9,A5,Engine coolant pressure,218000,1
06:09.9,A1,Engine temp.,351.15,3
06:09.9,A5,Engine temp.,353.15,1
06:09.9,A1,Engine oil temp.,344.5,3
06:09.9,A5,Engine oil temp.,360.2,1
06:09.9,A1,Engine oil pressure,512000,3
06:09.9,A5,Engine oil pressure,452000,1
06:09.9,A4,Engine Speed,1500,4
06:09.9,A3,Engine Speed,1916,2
06:09.9,A4,Engine Boost Pressure,54000,4
06:09.9,A3,Engine Boost Pressure,194000,2
06:10.0,127,Latitude,59° 25.173708' N,
06:10.0,127,Longitude,05° 17.684568' E,
06:10.0,127,Course Over Ground,0.2005,
06:10.0,17,Course Over Ground,0,
06:10.0,128,Heading,0.0118,
06:10.0,114,Heading,3.4033,
06:10.0,128,Deviation,,
06:10.0,114,Deviation,0,
06:10.0,127,Speed Over Ground,0.33,
06:10.0,17,Speed Over Ground,0,
06:10.0,127,Fluid Level,87.3,
06:10.0,127,Fuel Rate,0.1134,
06:10.0,B1,Battery Voltage,27.51,7
06:10.0,A9,Transmission oil temperature,349.8,0
06:10.0,A9,Transmission oil pressure,143700,0
06:10.0,A9,Transmission Gear,3,0
06:10.0,A9,Engine tilt/trim,0,0
06:10.0,A4,Fuel Pressure,140000,
06:10.0,A4,Engine coolant pressure,106000,4
06:10.0,A4,Engine temp.,352.15,4
06:10.0,A4,Engine oil temp.,351.2,4
06:10.0,A4,Engine oil pressure,484000,4
06:10.0,A1,Engine Speed,1500,3
06:10.0,A1,Engine Boost Pressure,6000,3
06:10.0,11,Water Depth,,
06:10.0,127,Latitude,59° 25.173726' N,
06:10.0,127,Longitude,05° 17.684568' E,
06:10.0,127,Course Over Ground,0.1987,
06:10.0,127,Speed Over Ground,0.33,
06:10.0,127,Fluid Level,87.3,
06:10.0,127,Fuel Rate,0.0038,
06:10.0,13,Battery Voltage,14.89,0
06:10.0,A9,Transmission oil temperature,349.8,0
06:10.0,A9,Transmission oil pressure,143700,0
06:10.0,A9,Transmission Gear,3,0
06:10.0,A9,Engine tilt/trim,0,0
06:10.0,A3,Fuel Pressure,648000,
06:10.0,A3,Engine coolant pressure,236000,2
06:10.0,A3,Engine temp.,350.15,2
06:10.0,A3,Engine oil temp.,359.2,2
06:10.0,A3,Engine oil pressure,464000,2
06:10.0,A5,Engine Speed,1736,1
06:10.0,A5,Engine Boost Pressure,214000,1
06:10.1,128,Heading,0.0121,
06:10.1,114,Heading,3.4033,
06:10.1,128,Deviation,,
06:10.1,114,Deviation,0,
06:10.5,127,Latitude,59° 25.173900' N,
06:10.5,127,Longitude,05° 17.684646' E,
06:10.5,127,Course Over Ground,0.1605,
06:10.5,17,Course Over Ground,0,
06:10.5,127,Course Over Ground,0.1553,
06:10.5,127,Course Over Ground,0.1512,
06:10.5,127,Course Over Ground,0.147,
06:10.5,128,Heading,0.0122,
06:10.5,114,Heading,3.4033,
06:10.5,128,Heading,0.012,
06:10.5,128,Heading,0.0124,
06:10.5,128,Deviation,,
06:10.5,114,Deviation,0,
06:10.5,127,Speed Over Ground,0.3,
06:10.5,17,Speed Over Ground,0,
06:10.5,14,Water Depth,,
06:10.5,13,Water Depth,,
06:10.5,127,Fluid Level,87.3,
06:10.5,127,Fuel Rate,0.1278,
06:10.5,127,Fuel Rate,0.0179,
06:10.5,127,Fuel Rate,0.1131,
06:10.5,B3,Battery Voltage,28.03,5
06:10.5,A9,Transmission oil temperature,349.8,0
06:10.5,A9,Transmission oil pressure,143700,0
06:10.5,A9,Transmission Gear,3,0
06:10.5,A9,Engine tilt/trim,0,0
06:10.5,A5,Fuel Pressure,668000,
06:10.5,A5,Engine coolant pressure,218000,1
06:10.5,A5,Engine temp.,353.15,1
06:10.5,A5,Engine oil temp.,360.2,1
06:10.5,A5,Engine oil pressure,452000,1
06:10.5,A4,Engine Speed,1499,4
06:10.5,A4,Engine Boost Pressure,54000,4
06:10.7,127,Latitude,59° 25.173900' N,
06:10.7,127,Longitude,05° 17.684646' E,
06:10.7,127,Course Over Ground,0.1507,
06:10.7,128,Heading,0.0122,
06:10.7,114,Heading,3.4033,
06:10.7,128,Deviation,,
06:10.7,114,Deviation,0,
06:10.7,127,Speed Over Ground,0.3,
06:10.7,127,Fluid Level,87.3,
06:10.7,127,Fuel Rate,0.1129,
06:10.7,2A,Battery Voltage,15.5,16
06:10.7,A9,Transmission oil temperature,349.8,0
06:10.7,A9,Transmission oil pressure,143700,0
06:10.7,A9,Transmission Gear,3,0
06:10.7,A9,Engine tilt/trim,0,0
06:10.7,A3,Fuel Pressure,648000,
06:10.7,A3,Engine coolant pressure,236000,2
06:10.7,A3,Engine temp.,350.15,2
06:10.7,A3,Engine oil temp.,359.2,2
06:10.7,A3,Engine oil pressure,464000,2
06:10.7,A3,Engine Speed,1912,2
06:10.7,A3,Engine Boost Pressure,194000,2
06:10.7,127,Latitude,59° 25.173900' N,
06:10.7,127,Longitude,05° 17.684646' E,
06:10.7,127,Course Over Ground,0.1585,
06:10.7,128,Heading,0.0123,
06:10.7,114,Heading,3.4033,
06:10.7,128,Deviation,,
06:10.7,114,Deviation,0,
06:10.7,127,Speed Over Ground,0.3,
06:10.7,12,Water Depth,,
06:10.7,127,Fluid Level,87.3,
06:10.7,127,Fuel Rate,0.1281,
06:10.7,2A,Battery Voltage,15.7,17
06:10.7,A9,Transmission oil temperature,349.8,0
06:10.7,A9,Transmission oil pressure,99300,0
06:10.7,A9,Transmission Gear,3,0
06:10.7,A9,Engine tilt/trim,0,0
06:10.7,A5,Fuel Pressure,668000,
06:10.7,A5,Engine coolant pressure,218000,1
06:10.7,A5,Engine temp.,353.15,1
06:10.7,A5,Engine oil temp.,360.2,1
06:10.7,A5,Engine oil pressure,452000,1
06:10.7,A1,Engine Speed,1500,3
06:10.7,A1,Engine Boost Pressure,6000,3
06:10.9,127,Latitude,59° 25.173900' N,
06:10.9,127,Longitude,05° 17.684646' E,
06:10.9,127,Course Over Ground,0.1682,
06:10.9,17,Course Over Ground,0,
06:10.9,127,Course Over Ground,0.1782,
06:10.9,128,Heading,0.0123,
06:10.9,114,Heading,3.4033,
06:10.9,128,Heading,0.0122,
06:10.9,128,Deviation,,
06:10.9,114,Deviation,0,
06:10.9,127,Speed Over Ground,0.3,
06:10.9,17,Speed Over Ground,0,
06:10.9,127,Fluid Level,87.3,
06:10.9,127,Fuel Rate,0.1126,
06:10.9,127,Fuel Rate,0.1281,
06:10.9,B2,Battery Voltage,27.53,8
06:10.9,A9,Transmission oil temperature,349.8,0
06:10.9,A9,Transmission oil pressure,99300,0
06:10.9,A9,Transmission Gear,3,0
06:10.9,A9,Engine tilt/trim,0,0
06:10.9,A3,Fuel Pressure,648000,
06:10.9,A3,Engine coolant pressure,236000,2
06:10.9,A3,Engine temp.,350.15,2
06:10.9,A3,Engine oil temp.,359.2,2
06:10.9,A3,Engine oil pressure,468000,2
06:10.9,A5,Engine Speed,1730,1
06:10.9,A5,Engine Boost Pressure,214000,1
06:11.0,127,Latitude,59° 25.173900' N,
06:11.0,127,Longitude,05° 17.684646' E,
06:11.0,127,Course Over Ground,0.1886,
06:11.0,128,Heading,0.012,
06:11.0,114,Heading,3.4033,
06:11.0,128,Deviation,,
06:11.0,114,Deviation,0,
06:11.0,127,Speed Over Ground,0.3,
06:11.0,127,Fluid Level,87.3,
06:11.0,127,Fuel Rate,0.1118,
06:11.0,B0,Battery Voltage,28.1,6
06:11.0,A9,Transmission oil temperature,349.8,0
06:11.0,A9,Transmission oil pressure,99300,0
06:11.0,A9,Transmission Gear,3,0
06:11.0,A9,Engine tilt/trim,0,0
06:11.0,A5,Fuel Pressure,668000,
06:11.0,A5,Engine coolant pressure,218000,1
06:11.0,A5,Engine temp.,353.15,1
06:11.0,A5,Engine oil temp.,360.2,1
06:11.0,A5,Engine oil pressure,452000,1
06:11.0,A4,Engine Speed,1500,4
06:11.0,A4,Engine Boost Pressure,54000,4
06:11.1,127,Latitude,59° 25.173900' N,
06:11.1,127,Longitude,05° 17.684646' E,
06:11.1,17,Course Over Ground,0,
06:11.1,127,Course Over Ground,0.1998,
06:11.1,128,Heading,0.012,
06:11.1,114,Heading,3.4033,
06:11.1,128,Deviation,,
06:11.1,114,Deviation,0,
06:11.1,17,Speed Over Ground,0,
06:11.1,127,Speed Over Ground,0.3,
06:11.1,11,Water Depth,,
06:11.1,127,Fluid Level,87.3,
06:11.1,127,Fuel Rate,0.1281,
06:11.1,B5,Battery Voltage,28.55,1
06:11.1,A9,Transmission oil temperature,349.8,0
06:11.1,A9,Transmission oil pressure,99300,0
06:11.1,A9,Transmission Gear,3,0
06:11.1,A9,Engine tilt/trim,0,0
06:11.1,A3,Fuel Pressure,648000,
06:11.1,A3,Engine coolant pressure,236000,2
06:11.1,A3,Engine temp.,350.15,2
06:11.1,A3,Engine oil temp.,359.2,2
06:11.1,A3,Engine oil pressure,468000,2
06:11.1,A3,Engine Speed,1909,2
06:11.1,A3,Engine Boost Pressure,192000,2
06:11.2,127,Latitude,59° 25.173900' N,
06:11.2,127,Longitude,05° 17.684646' E,
06:11.2,127,Course Over Ground,0.3089,
06:11.2,128,Heading,0.012,
06:11.2,114,Heading,3.4033,
06:11.2,128,Deviation,,
06:11.2,114,Deviation,0,
06:11.2,127,Speed Over Ground,0.3,
06:11.2,127,Fluid Level,87.3,
06:11.2,127,Fuel Rate,0.1131,
06:11.2,B4,Battery Voltage,26.36,2
06:11.2,A9,Transmission oil temperature,349.8,0
06:11.2,A9,Transmission oil pressure,99300,0
06:11.2,A9,Transmission Gear,3,0
06:11.2,A9,Engine tilt/trim,0,0
06:11.2,A5,Fuel Pressure,668000,
06:11.2,A5,Engine coolant pressure,218000,1
06:11.2,A5,Engine temp.,353.15,1
06:11.2,A5,Engine oil temp.,360.2,1
06:11.2,A5,Engine oil pressure,452000,1
06:11.2,A1,Engine Speed,1500,3
06:11.2,A1,Engine Boost Pressure,6000,3
06:11.3,127,Latitude,59° 25.173900' N,
06:11.3,127,Longitude,05° 17.684646' E,
06:11.3,127,Course Over Ground,0.322,
06:11.3,17,Course Over Ground,0,
06:11.3,128,Heading,0.0118,
06:11.3,114,Heading,3.4033,
06:11.3,128,Deviation,,
06:11.3,114,Deviation,0,
06:11.3,127,Speed Over Ground,0.3,
06:11.3,17,Speed Over Ground,0,
06:11.3,14,Water Depth,,
06:11.3,13,Water Depth,,
06:11.3,127,Fluid Level,87.3,
06:11.3,127,Fuel Rate,0.002,
06:11.3,B1,Battery Voltage,27.5,7
06:11.3,A9,Transmission oil temperature,349.8,0
06:11.3,A9,Transmission oil pressure,99300,0
06:11.3,A9,Transmission Gear,3,0
06:11.3,A9,Engine tilt/trim,0,0
06:11.3,A3,Fuel Pressure,648000,
06:11.3,A3,Engine coolant pressure,236000,2
06:11.3,A3,Engine temp.,350.15,2
06:11.3,A3,Engine oil temp.,359.2,2
06:11.3,A3,Engine oil pressure,468000,2
06:11.3,A5,Engine Speed,1736,1
06:11.3,A5,Engine Boost Pressure,214000,1
06:11.4,127,Latitude,59° 25.173900' N,
06:11.4,127,Longitude,05° 17.684646' E,
06:11.4,127,Course Over Ground,0.3415,
06:11.4,128,Heading,0.0118,
06:11.4,114,Heading,3.4033,
06:11.4,128,Deviation,,
06:11.4,114,Deviation,0,
06:11.4,127,Speed Over Ground,0.3,
06:11.4,127,Fluid Level,87.3,
06:11.4,127,Fuel Rate,0.1281,
06:11.4,13,Battery Voltage,14.9,0
06:11.4,A9,Transmission oil temperature,349.8,0
06:11.4,A9,Transmission oil pressure,99300,0
06:11.4,A9,Transmission Gear,3,0
06:11.4,A9,Engine tilt/trim,0,0
06:11.4,A1,Fuel Pressure,120000,
06:11.4,A1,Engine coolant pressure,92000,3
06:11.4,A1,Engine temp.,351.15,3
06:11.4,A1,Engine oil temp.,344.5,3
06:11.4,A1,Engine oil pressure,512000,3
06:11.4,A4,Engine Speed,1500,4
06:11.4,A4,Engine Boost Pressure,54000,4
06:11.5,127,Latitude,59° 25.173900' N,
06:11.5,127,Longitude,05° 17.684646' E,
06:11.5,127,Course Over Ground,0.3543,
06:11.5,128,Heading,0.0122,
06:11.5,114,Heading,3.4033,
06:11.5,128,Deviation,,
06:11.5,114,Deviation,0,
06:11.5,127,Speed Over Ground,0.3,
06:11.5,127,Fluid Level,87.3,
06:11.5,127,Fuel Rate,0.0179,
06:11.5,B3,Battery Voltage,27.79,5
06:11.5,A9,Transmission oil temperature,349.8,0
06:11.5,A9,Transmission oil pressure,99300,0
06:11.5,A9,Transmission Gear,3,0
06:11.5,A9,Engine tilt/trim,0,0
06:11.5,A5,Fuel Pressure,668000,
06:11.5,A5,Engine coolant pressure,218000,1
06:11.5,A5,Engine temp.,353.15,1
06:11.5,A5,Engine oil temp.,360.2,1
06:11.5,A5,Engine oil pressure,452000,1
06:11.5,A3,Engine Speed,1911,2
06:11.5,A3,Engine Boost Pressure,192000,2
06:11.6,127,Latitude,59° 25.173900' N,
06:11.6,127,Longitude,05° 17.684646' E,
06:11.6,17,Course Over Ground,0,
06:11.6,127,Course Over Ground,0.357,
06:11.6,128,Heading,0.0121,
06:11.6,114,Heading,3.4033,
06:11.6,128,Deviation,,
06:11.6,114,Deviation,0,
06:11.6,17,Speed Over Ground,0,
06:11.6,127,Speed Over Ground,0.3,
06:11.6,127,Fluid Level,87.3,
06:11.6,127,Fuel Rate,0.1131,
06:11.6,2A,Battery Voltage,15.5,16
06:11.6,A9,Transmission oil temperature,349.8,0
06:11.6,A9,Transmission oil pressure,99300,0
06:11.6,A9,Transmission Gear,3,0
06:11.6,A9,Engine tilt/trim,0,0
06:11.6,A4,Fuel Pressure,140000,
06:11.6,A4,Engine coolant pressure,104000,4
06:11.6,A4,Engine temp.,352.15,4
06:11.6,A4,Engine oil temp.,351.2,4
06:11.6,A4,Engine oil pressure,484000,4
06:11.6,A1,Engine Speed,1501,3
06:11.6,A1,Engine Boost Pressure,6000,3
06:11.6,127,Course Over Ground,0.3569,
06:11.6,127,Speed Over Ground,0.3,
06:11.7,127,Latitude,59° 25.173900' N,
06:11.7,127,Longitude,05° 17.684646' E,
06:11.7,128,Heading,0.012,
06:11.7,114,Heading,3.4033,
06:11.7,128,Deviation,,
06:11.7,114,Deviation,0,
06:11.7,127,Fluid Level,87.3,
06:11.7,127,Fuel Rate,0.128,
06:11.7,2A,Battery Voltage,15.7,17
06:11.7,A9,Transmission oil temperature,349.8,0
06:11.7,A9,Transmission oil pressure,102500,0
06:11.7,A9,Transmission Gear,3,0
06:11.7,A9,Engine tilt/trim,0,0
06:11.7,A3,Fuel Pressure,648000,
06:11.7,A3,Engine coolant pressure,236000,2
06:11.7,A3,Engine temp.,350.15,2
06:11.7,A3,Engine oil temp.,359.2,2
06:11.7,A3,Engine oil pressure,468000,2
06:11.7,A5,Engine Speed,1741,1
06:11.7,A5,Engine Boost Pressure,214000,1
06:11.8,114,Heading,3.4033,
06:11.8,114,Deviation,0,
06:11.8,12,Water Depth,,
06:11.9,127,Latitude,59° 25.173900' N,
06:11.9,127,Longitude,05° 17.684646' E,
06:11.9,17,Course Over Ground,0,
06:11.9,127,Course Over Ground,0.3572,
06:11.9,127,Course Over Ground,0.3577,
06:11.9,128,Heading,0.0123,
06:11.9,128,Heading,0.0124,
06:11.9,114,Heading,3.4033,
06:11.9,128,Deviation,,
06:11.9,114,Deviation,0,
06:11.9,17,Speed Over Ground,0,
06:11.9,127,Speed Over Ground,0.3,
06:11.9,127,Speed Over Ground,0.29,
06:11.9,127,Fluid Level,87.3,
06:11.9,127,Fuel Rate,0.1135,
06:11.9,127,Fuel Rate,0.128,
06:11.9,B2,Battery Voltage,27.52,8
06:11.9,A9,Transmission oil temperature,349.8,0
06:11.9,A9,Transmission oil pressure,102500,0
06:11.9,A9,Transmission Gear,3,0
06:11.9,A9,Engine tilt/trim,0,0
06:11.9,A5,Fuel Pressure,668000,
06:11.9,A5,Engine coolant pressure,218000,1
06:11.9,A5,Engine temp.,353.15,1
06:11.9,A5,Engine oil temp.,360.2,1
06:11.9,A5,Engine oil pressure,452000,1
06:11.9,A4,Engine Speed,1500,4
06:11.9,A4,Engine Boost Pressure,54000,4
06:12.0,127,Latitude,59° 25.173900' N,
06:12.0,127,Longitude,05° 17.684646' E,
06:12.0,127,Course Over Ground,0.3591,
06:12.0,128,Heading,0.0126,
06:12.0,114,Heading,3.4033,
06:12.0,128,Deviation,,
06:12.0,114,Deviation,0,
06:12.0,127,Speed Over Ground,0.29,
06:12.0,127,Fluid Level,87.3,
06:12.0,127,Fuel Rate,0.1136,
06:12.0,B0,Battery Voltage,28.12,6
06:12.0,A9,Transmission oil temperature,349.8,0
06:12.0,A9,Transmission oil pressure,102500,0
06:12.0,A9,Transmission Gear,3,0
06:12.0,A9,Engine tilt/trim,0,0
06:12.0,A3,Fuel Pressure,648000,
06:12.0,A3,Engine coolant pressure,236000,2
06:12.0,A3,Engine temp.,350.15,2
06:12.0,A3,Engine oil temp.,359.2,2
06:12.0,A3,Engine oil pressure,468000,2
06:12.0,A3,Engine Speed,1913,2
06:12.0,A3,Engine Boost Pressure,194000,2
06:12.1,127,Latitude,59° 25.173900' N,
06:12.1,127,Longitude,05° 17.684646' E,
06:12.1,17,Course Over Ground,0,
06:12.1,127,Course Over Ground,0.3598,
06:12.1,128,Heading,0.0125,
06:12.1,114,Heading,3.4033,
06:12.1,128,Deviation,,
06:12.1,114,Deviation,0,
06:12.1,17,Speed Over Ground,0,
06:12.1,127,Speed Over Ground,0.29,
06:12.1,11,Water Depth,,
06:12.1,127,Fluid Level,87.3,
06:12.1,127,Fuel Rate,0.128,
06:12.1,B5,Battery Voltage,28.55,1
06:12.1,A9,Transmission oil temperature,349.8,0
06:12.1,A9,Transmission oil pressure,102500,0
06:12.1,A9,Transmission Gear,3,0
06:12.1,A9,Engine tilt/trim,0,0
06:12.1,A5,Fuel Pressure,668000,
06:12.1,A5,Engine coolant pressure,218000,1
06:12.1,A5,Engine temp.,353.15,1
06:12.1,A5,Engine oil temp.,360.2,1
06:12.1,A5,Engine oil pressure,452000,1
06:12.1,A1,Engine Speed,1500,3
06:12.1,A1,Engine Boost Pressure,6000,3
06:12.2,114,Heading,3.4033,
06:12.2,114,Deviation,0,
06:12.3,127,Latitude,59° 25.173900' N,
06:12.3,127,Longitude,05° 17.684646' E,
06:12.3,127,Course Over Ground,0.3577,
06:12.3,127,Course Over Ground,0.356,
06:12.3,17,Course Over Ground,0,
06:12.3,128,Heading,0.012,
06:12.3,128,Heading,0.0121,
06:12.3,114,Heading,3.4033,
06:12.3,128,Deviation,,
06:12.3,114,Deviation,0,
06:12.3,127,Speed Over Ground,0.27,
06:12.3,17,Speed Over Ground,0,
06:12.3,13,Water Depth,,
06:12.3,14,Water Depth,,
06:12.3,127,Fluid Level,87.3,
06:12.3,127,Fuel Rate,0.114,
06:12.3,127,Fuel Rate,0.1278,
06:12.3,B4,Battery Voltage,26.36,2
06:12.3,A9,Transmission oil temperature,349.8,0
06:12.3,A9,Transmission oil pressure,102500,0
